OBJECTID,EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE,GEOLOC_COD,SOURCE,Land_Use_R,Vol_Cleanu,Laserfiche,Update Date,x,y
48250,NONCD0003384,ERWIN HILLS ROAD PFAS,180 ERWIN HILLS RD,ASHEVILLE,BUNCOMBE,35.6209884,-82.6215064,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003384*%22%7D,7/2/2026 12:00:00 AM,-82.6215064,35.6209884
48251,NCD093775302,"CASCADE DIE CASTING GROUP, INC.",1800 ALBERTSON RD,HIGH POINT,GUILFORD,35.92916,-80.02766,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003384*%22%7D,7/2/2026 12:00:00 AM,-80.02766,35.92916
48252,NONCD0003385,L. J. ROGERS TRUCKING PROPERTY,7723 OAKWOOD ST EXT,MEBANE,ORANGE,36.080311,-79.25512,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD093775302*%22%7D,7/2/2026 12:00:00 AM,-79.25512,36.0803110000001
48253,NONCD0003386,WHITEHEAD STREET PCE,48 W WHITEHEAD ST,SPARTA,ALLEGHANY,36.5049,-81.12178,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003385*%22%7D,7/2/2026 12:00:00 AM,-81.1217799999999,36.5049000000001
48254,NONCD0003387,ORIOLE DRIVE PFAS,701 ORIOLE DRIVE,HENDERSONVILLE,HENDERSON,35.32862,-82.45969,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003386*%22%7D,7/2/2026 12:00:00 AM,-82.45969,35.3286200000001
48255,NONCD0003389,ONE HOUR KORETIZING FALLS RD,202 FALLS RD,ROCKY MOUNT,NASH,35.9445,-77.79482,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003387*%22%7D,7/2/2026 12:00:00 AM,-77.79482,35.9445000000001
48256,NONCD0003388,PAINT AND SIGN SHOP DURHAM,1100 N ALSTON AVE,DURHAM,DURHAM,35.99628,-78.8857,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003389*%22%7D,7/2/2026 12:00:00 AM,-78.8857,35.9962800000001
48257,NONCD0003390,POPLAR STREET PFAS,2050 W POPLAR STREET,GASTONIA,GASTON,35.2727,-81.2176,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003388*%22%7D,7/2/2026 12:00:00 AM,-81.2175999999999,35.2727
48258,NCD981861255,J & T BODY SHOP,2444 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.22413,-80.8818,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003390*%22%7D,7/2/2026 12:00:00 AM,-80.8817999999999,35.2241300000001
48259,NONCD0003391,WENDELL BLVD PFAS,538 WENDELL BLVD,WENDELL,WAKE,35.802779,-78.420419,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD981861255*%22%7D,7/2/2026 12:00:00 AM,-78.420419,35.802779
48260,NONCD0003392,ALBERTSON ROAD PCBS,1800 ALBERTSON RD,HIGH POINT,GUILFORD,35.92903,-80.027597,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003391*%22%7D,7/2/2026 12:00:00 AM,-80.027597,35.9290300000001
48261,NONCD0003393,TRYON RD GOLF COURSE,1610 TRYON RD,RALEIGH,WAKE,35.74028,-78.662762,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,GOOGLE MAPS,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003392*%22%7D,7/2/2026 12:00:00 AM,-78.662762,35.74028
48262,NC0000056689,HITACHI CHINA GROVE,1 HITACHI METALS DRIVE,CHINA GROVE,ROWAN,35.57384,-80.55116,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NONCD0003393*%22%7D,7/2/2026 12:00:00 AM,-80.55116,35.5738400000001
48263,NC0000998336,CP PROPERTIES,2350 BROWN ROAD,SANFORD,LEE,35.554798,-79.194873,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0000056689*%22%7D,7/2/2026 12:00:00 AM,-79.194873,35.5547980000001
48264,NC0001206473,GLEN RAVEN MILLS,TUCKER STREET C,BURLINGTON,ALAMANCE,36.0857,-79.43523,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0000998336*%22%7D,7/2/2026 12:00:00 AM,-79.43523,36.0857
48265,NC0001279710,WOODY WILSON BATTERY/ASHLEY HEIGHTS,301 OLD PINEHURST RD,ASHLEY HEIGHTS,HOKE,35.09863,-79.36562,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0001206473*%22%7D,7/2/2026 12:00:00 AM,-79.36562,35.0986300000001
48266,NC0001402213,ELLIS JUNK YARD,NEEDMORE DRIVE,HAYESVILLE,CLAY,35.00764,-83.73101,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0001279710*%22%7D,7/2/2026 12:00:00 AM,-83.73101,35.00764
48267,NC0210020541,US DOD MILITARY OCEAN TERMINAL,SUNNY POINT OCEAN TERMINL,SOUTHPORT,BRUNSWICK,34.00799,-77.96147,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0001402213*%22%7D,7/2/2026 12:00:00 AM,-77.96147,34.0079900000001
48268,NC5210022906,USA RESERVE XVIII AIRBORNE CORPS,405 FISHER ST,MOREHEAD CITY,CARTERET,34.72276,-76.70668,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC0210020541*%22%7D,7/2/2026 12:00:00 AM,-76.7066799999999,34.7227600000001
48269,NCD000006361,SUPERIOR ELECTRO FINISHES,115 EAST CORUM ST,KERNERSVILLE,FORSYTH,36.11653,-80.06889,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NC5210022906*%22%7D,7/2/2026 12:00:00 AM,-80.06889,36.1165300000001
48270,NCD000281832,SANFORD PLATING COMPANY,SR 1466,SANFORD,LEE,35.56386,-79.16967,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000006361*%22%7D,7/2/2026 12:00:00 AM,-79.1696699999999,35.56386
48271,NCD000604322,SINGER CO/FURNITURE DIV PLTS 3,904 VIRGINIA STREET,LENOIR,CALDWELL,35.89301,-81.55411,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000281832*%22%7D,7/2/2026 12:00:00 AM,-81.55411,35.8930100000001
48272,NCD000605303,"FEDERAL PAPER BOARD CO., INC.",865 JOHN L RIEGEL RD,RIEGELWOOD,COLUMBUS,34.35363,-78.21273,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000604322*%22%7D,7/2/2026 12:00:00 AM,-78.21273,34.3536300000001
48273,NCD000608117,CELANESE CORPORATION/FIBERS TECH,2300 ARCHDALE DR,CHARLOTTE,MECKLENBURG,35.147625,-80.863381,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000605303*%22%7D,7/2/2026 12:00:00 AM,-80.8633809999999,35.1476250000001
48274,NCD000609982,UNION OIL CO. SE TERM/PAW CREEK,7300 OLD MT HOLLY RD,PAW CREEK,MECKLENBURG,35.27712,-80.93233,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000608117*%22%7D,7/2/2026 12:00:00 AM,-80.93233,35.27712
48275,NCD000613273,PRAXAIR SURFACE TECHNOLOGIES,8501 OLD STATESVILLE RD,CHARLOTTE,MECKLENBURG,35.33807,-80.82555,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000609982*%22%7D,7/2/2026 12:00:00 AM,-80.82555,35.3380700000001
48276,NCD000615872,AMP INCORPORATED,1260 SHANNON-BRADLEY RD,GASTONIA,GASTON,35.27341,-81.23661,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000613273*%22%7D,7/2/2026 12:00:00 AM,-81.23661,35.2734100000001
48277,NCD000616219,GA-PACIFIC CORP,HWY 177 S,HAMLET,RICHMOND,34.87093,-79.73319,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000615872*%22%7D,7/2/2026 12:00:00 AM,-79.73319,34.87093
48278,NCD000616516,SCOVILL INC/SECURITY PRODUCTS,HWY 74 E,MONROE,UNION,34.97839,-80.48635,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000616219*%22%7D,7/2/2026 12:00:00 AM,-80.48635,34.97839
48279,NCD000623223,MARTIN MANUFACTURING PROPERTIES,E MAIN ST US 17,WILLIAMSTON,MARTIN,35.85987,-77.04475,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000616516*%22%7D,7/2/2026 12:00:00 AM,-77.04475,35.8598700000001
48280,NCD000653576,KERN RUBBER CO. URETHANE PLANT,1415 JAKE ALEXANDER RD S,SALISBURY,ROWAN,35.64038,-80.47708,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000623223*%22%7D,7/2/2026 12:00:00 AM,-80.4770799999999,35.6403800000001
48281,NCD000770016,TEXAS CITY REFINING COMPANY,7325 OLD MT HOLLY RD,PAW CREEK,MECKLENBURG,35.27766,-80.92838,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000653576*%22%7D,7/2/2026 12:00:00 AM,-80.9283799999999,35.27766
48282,NCD000772046,MOBIL OIL CORP/KOCH REFINING,3334 RIVER RD,WILMINGTON,NEW HANOVER,34.18228,-77.95234,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000770016*%22%7D,7/2/2026 12:00:00 AM,-77.9523399999999,34.18228
48283,NCD000773507,GA-PACIFIC CORP/HDWD SAW,S DENNIS ST EXTENSION,ENFIELD,HALIFAX,36.15894,-77.69349,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,TRUE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000772046*%22%7D,7/2/2026 12:00:00 AM,-77.6934899999999,36.15894
48284,NCD000773515,GA-PACIFIC CORP/HDWD SAW,SR 1301,BOWDENS,DUPLIN,35.06129,-78.11837,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,TRUE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000773507*%22%7D,7/2/2026 12:00:00 AM,-78.11837,35.06129
48285,NCD000813501,UNITED FURNITURE INDUSTRIES,401 W HANES MILL BLVD,WINSTON-SALEM,FORSYTH,36.18299,-80.28539,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ESRI AGOL BASE MAP,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000773515*%22%7D,7/2/2026 12:00:00 AM,-80.2853899999999,36.1829900000001
48286,NCD000813519,DUKE UNIVERSITY,HWY 751 GATE 11,DURHAM,DURHAM,36.0183,-78.9878,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000813501*%22%7D,7/2/2026 12:00:00 AM,-78.9877999999999,36.0183000000001
48287,NCD000813592,GA-PACIFIC CORP/HDWD SAW,PLYWOOD DR,PLYMOUTH,WASHINGTON,35.87345,-76.74101,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000813519*%22%7D,7/2/2026 12:00:00 AM,-76.74101,35.87345
48288,NCD000822130,HARRELSON RUBBER COMPANY,HWY 220 SOUTH,ASHEBORO,RANDOLPH,35.66172,-79.82185,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000813592*%22%7D,7/2/2026 12:00:00 AM,-79.82185,35.6617200000001
48289,NCD000822957,UNION CARBIDE CORP/EVEREADY BATTERY,ART BRYAN DR,ASHEBORO,RANDOLPH,35.76866,-79.81669,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000822130*%22%7D,7/2/2026 12:00:00 AM,-79.8166899999999,35.7686600000001
48290,NCD000827832,ELECTRICAL UTILITIES/CO BB&T,309 ANDERSON AVE,FARMVILLE,PITT,35.582777,-77.592777,GPS (2-5 METER),,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000822957*%22%7D,7/2/2026 12:00:00 AM,-77.592777,35.5827770000001
48291,NCD000828566,TARTAN MARINE PROPERTY,NC HIGHWAY 77 & SR 2032,HAMLET,RICHMOND,34.87312,-79.73049,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000827832*%22%7D,7/2/2026 12:00:00 AM,-79.73049,34.87312
48292,NCD000828616,USS AGRI-CHEMICALS FARM SERVICE,HWY 701,WHITEVILLE,COLUMBUS,34.24824,-78.75531,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000828566*%22%7D,7/2/2026 12:00:00 AM,-78.75531,34.2482400000001
48293,NCD001493931,"WECK, EDWARD INC.",WECK DR,RTP,DURHAM,35.9263,-78.84963,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD000828616*%22%7D,7/2/2026 12:00:00 AM,-78.8496299999999,35.9263
48294,NCD001704980,WILMINGTON BRANCH/BORDEN/SMITH DOUGL,NAVASSA ROAD,NAVASSA,BRUNSWICK,34.2632,-78.0014,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD001493931*%22%7D,7/2/2026 12:00:00 AM,-78.0014,34.2632
48295,NCD001725464,BORDEN CHEMICAL SMITH-DOUGLASS,3106 HWY 11 NORTH,KINSTON,LENOIR,35.307752,-77.526366,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD001704980*%22%7D,7/2/2026 12:00:00 AM,-77.5263659999999,35.3077520000001
48296,NCD001871854,FRUEHAUF TRAILER CORPORATION,310 DALTON,CHARLOTTE,MECKLENBURG,35.24003,-80.83217,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD001725464*%22%7D,7/2/2026 12:00:00 AM,-80.83217,35.24003
48297,NCD002388965,"LACKAWANNA LEATHER CO., INC.",HWY 70A WEST,CONOVER,CATAWBA,35.72016,-81.25055,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD001871854*%22%7D,7/2/2026 12:00:00 AM,-81.25055,35.7201600000001
48298,NCD002464691,ALLIANCE CAROLINA TOOL AND MOLD,SR 3495-GLENN BRIDGE RD,ARDEN,BUNCOMBE,35.46235,-82.52422,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,TRUE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD002388965*%22%7D,7/2/2026 12:00:00 AM,-82.52422,35.4623500000001
48299,NCD002571438,ABC ENGRAVERS,724 NORTH I-85,CHARLOTTE,MECKLENBURG,35.265511,-80.870253,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD002464691*%22%7D,7/2/2026 12:00:00 AM,-80.8702529999999,35.2655110000001
48300,NCD003148798,DAYCO CORP,BALSAM RD,WAYNESVILLE,HAYWOOD,35.4663,-83.00948,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD002571438*%22%7D,7/2/2026 12:00:00 AM,-83.0094799999999,35.4663
48301,NCD003148889,CHAMPION INTERNATIONAL_CANTON MILL,NEWFOUND STREET,CANTON,HAYWOOD,35.53492,-82.83751,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003148798*%22%7D,7/2/2026 12:00:00 AM,-82.83751,35.5349200000001
48302,NCD003149291,GASTON COUNTY DYEING MACHINE CO.,HWY 27 EAST,MOUNT HOLLY,GASTON,35.31639,-81.04108,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003148889*%22%7D,7/2/2026 12:00:00 AM,-81.04108,35.3163900000001
48303,NCD003149663,RADIATOR SPECIALTY COMPANY,1900 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,35.223186,-80.871147,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003149291*%22%7D,7/2/2026 12:00:00 AM,-80.871147,35.2231860000001
48304,NCD003149705,BASF WAYNDOTTE CORPORATION,4330 CHESAPEAKE DR,CHARLOTTE,MECKLENBURG,35.2789,-80.8741,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,TRUE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003149663*%22%7D,7/2/2026 12:00:00 AM,-80.8740999999999,35.2789000000001
48305,NCD003151651,WILLARD SMELTING CO.,101 NEWBERN ST,CHARLOTTE,MECKLENBURG,35.19918,-80.86999,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003149705*%22%7D,7/2/2026 12:00:00 AM,-80.86999,35.1991800000001
48306,NCD003154960,FLEMING LABORATORIES,2215 THRIFT ROAD,CHARLOTTE,MECKLENBURG,35.23395,-80.87382,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003151651*%22%7D,7/2/2026 12:00:00 AM,-80.87382,35.23395
48307,NCD003155587,SCOTT AVIATION OF MONROE/TOOL SERV,309 W. CROWELL ST,MONROE,UNION,34.98477,-80.55405,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,FALSE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003154960*%22%7D,7/2/2026 12:00:00 AM,-80.55405,34.98477
48308,NCD003157377,AMERICAN THREAD/SEVIER PLANT,630 AMERICAN THREAD RD,MARION,MCDOWELL,35.79111,-82.02121,ON SCREEN PLACEMENT ON GEOREFERENCED MAP,ACMEMAPPER,TRUE,FALSE,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D:%5BProgram_ID%5D%20%3D%20%22*NCD003155587*%22%7D,7/2/2026 12:00:00 AM,-82.0212099999999,35.7911100000001
